doid_code	doid_name	resource	resource_id
DOID:8691	mycosis fungoides	SNOMEDCT_2010_1_31	190003004
DOID:8691	mycosis fungoides	SNOMEDCT_2010_1_31	190004005
DOID:8691	mycosis fungoides	SNOMEDCT_2010_1_31	90120004
DOID:8691	mycosis fungoides	UMLS_CUI	C0026948
DOID:13564	aspergillosis	CSP	1988-4002
DOID:13564	aspergillosis	ICD10CM	B44
DOID:13564	aspergillosis	ICD9CM	117.3
DOID:13564	aspergillosis	MSH	D001228
DOID:13564	aspergillosis	NCI	C2886
DOID:13564	aspergillosis	SNOMEDCT_2010_1_31	154408001
DOID:13564	aspergillosis	SNOMEDCT_2010_1_31	187087004
DOID:13564	aspergillosis	SNOMEDCT_2010_1_31	187492008
DOID:13564	aspergillosis	SNOMEDCT_2010_1_31	266218008
DOID:13564	aspergillosis	SNOMEDCT_2010_1_31	65553006
DOID:13564	aspergillosis	UMLS_CUI	C0004030
DOID:9370	exophthalmos	ICD9CM	376.30
DOID:9370	exophthalmos	MSH	D005094
DOID:9370	exophthalmos	NCI	C43262
DOID:9370	exophthalmos	NCI	C87114
DOID:9370	exophthalmos	SNOMEDCT_2010_1_31	155200004
DOID:9370	exophthalmos	SNOMEDCT_2010_1_31	18265008
DOID:9370	exophthalmos	SNOMEDCT_2010_1_31	267746003
DOID:9370	exophthalmos	UMLS_CUI	C0015300
DOID:591	phobic disorder	ICD9CM	300.2
DOID:591	phobic disorder	ICD9CM	300.20
DOID:591	phobic disorder	MSH	D010698
DOID:591	phobic disorder	NCI	C35420
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	154884005
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	191720001
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	191721002
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	191734001
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	192393009
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	192398000
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	268630000
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	386808001
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	386810004
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	52039009
DOID:591	phobic disorder	SNOMEDCT_2010_1_31	65673007
DOID:591	phobic disorder	UMLS_CUI	C0349231
DOID:599	specific phobia	NCI	C35284
DOID:599	specific phobia	OMIM	608251
DOID:599	specific phobia	SNOMEDCT_2010_1_31	192396001
DOID:599	specific phobia	SNOMEDCT_2010_1_31	54587008
DOID:599	specific phobia	UMLS_CUI	C0236801
DOID:602	cancerophobia	NCI	C35492
DOID:602	cancerophobia	SNOMEDCT_2010_1_31	191730005
DOID:602	cancerophobia	SNOMEDCT_2010_1_31	300930008
DOID:602	cancerophobia	SNOMEDCT_2010_1_31	34563004
DOID:602	cancerophobia	UMLS_CUI	C0233705
DOID:4394	reticulohistiocytic granuloma	MSH	D015616
DOID:4394	reticulohistiocytic granuloma	NCI	C3356
DOID:4394	reticulohistiocytic granuloma	SNOMEDCT_2010_1_31	128741006
DOID:4394	reticulohistiocytic granuloma	SNOMEDCT_2010_1_31	15960008
DOID:4394	reticulohistiocytic granuloma	SNOMEDCT_2010_1_31	189097004
DOID:4394	reticulohistiocytic granuloma	SNOMEDCT_2010_1_31	404162004
DOID:4394	reticulohistiocytic granuloma	UMLS_CUI	C0035290
DOID:9717	hydrops of gallbladder	ICD9CM	575.3
DOID:9717	hydrops of gallbladder	SNOMEDCT_2010_1_31	197421008
DOID:9717	hydrops of gallbladder	SNOMEDCT_2010_1_31	47312008
DOID:9717	hydrops of gallbladder	UMLS_CUI	C0152445
DOID:2115	B cell deficiency	ICD9CM	279.03
DOID:2115	B cell deficiency	SNOMEDCT_2010_1_31	190982008
DOID:2115	B cell deficiency	UMLS_CUI	C0154276
DOID:6025	selective immunoglobulin deficiency disease	NCI	C27870
DOID:6025	selective immunoglobulin deficiency disease	UMLS_CUI	C1335942
DOID:11702	dysgammaglobulinemia	MSH	D004406
DOID:11702	dysgammaglobulinemia	SNOMEDCT_2010_1_31	123782009
DOID:11702	dysgammaglobulinemia	SNOMEDCT_2010_1_31	127389001
DOID:11702	dysgammaglobulinemia	UMLS_CUI	C0013374
DOID:6024	selective IgE deficiency disease	NCI	C27143
DOID:6024	selective IgE deficiency disease	SNOMEDCT_2010_1_31	234540007
DOID:6024	selective IgE deficiency disease	UMLS_CUI	C0398694
DOID:4680	breast metaplastic carcinoma	NCI	C5164
DOID:4680	breast metaplastic carcinoma	UMLS_CUI	C1334708
DOID:4679	breast mucoepidermoid carcinoma	NCI	C5166
DOID:4679	breast mucoepidermoid carcinoma	UMLS_CUI	C1334813
DOID:9709	rosacea conjunctivitis	ICD9CM	372.31
DOID:9709	rosacea conjunctivitis	SNOMEDCT_2010_1_31	10128002
DOID:9709	rosacea conjunctivitis	UMLS_CUI	C0155152
DOID:929	myopathy of extraocular muscle	ICD9CM	376.82
DOID:929	myopathy of extraocular muscle	SNOMEDCT_2010_1_31	57130002
DOID:929	myopathy of extraocular muscle	UMLS_CUI	C0155286
DOID:1397	chronic orbital inflammation	ICD9CM	376.1
DOID:1397	chronic orbital inflammation	ICD9CM	376.10
DOID:1397	chronic orbital inflammation	SNOMEDCT_2010_1_31	194007005
DOID:1397	chronic orbital inflammation	SNOMEDCT_2010_1_31	194011004
DOID:1397	chronic orbital inflammation	SNOMEDCT_2010_1_31	44729001
DOID:1397	chronic orbital inflammation	UMLS_CUI	C0155261
DOID:9369	orbital plasma cell granuloma	MSH	D016727
DOID:9369	orbital plasma cell granuloma	SNOMEDCT_2010_1_31	302901005
DOID:9369	orbital plasma cell granuloma	SNOMEDCT_2010_1_31	72789009
DOID:9369	orbital plasma cell granuloma	UMLS_CUI	C0085270
DOID:9362	status asthmaticus	ICD9CM	493.91
DOID:9362	status asthmaticus	MSH	D013224
DOID:9362	status asthmaticus	SNOMEDCT_2010_1_31	155577001
DOID:9362	status asthmaticus	SNOMEDCT_2010_1_31	195980003
DOID:9362	status asthmaticus	SNOMEDCT_2010_1_31	266363006
DOID:9362	status asthmaticus	SNOMEDCT_2010_1_31	36979006
DOID:9362	status asthmaticus	SNOMEDCT_2010_1_31	57546000
DOID:9362	status asthmaticus	UMLS_CUI	C0038218
DOID:603	AIDS phobia	NCI	C35614
DOID:603	AIDS phobia	UMLS_CUI	C0853870
DOID:8339	intestinal variant cervical mucinous adenocarcinoma	NCI	C40203
DOID:8339	intestinal variant cervical mucinous adenocarcinoma	UMLS_CUI	C1516422
DOID:10952	nephritis	MSH	D009393
DOID:10952	nephritis	NCI	C26833
DOID:10952	nephritis	SNOMEDCT_2010_1_31	155853001
DOID:10952	nephritis	SNOMEDCT_2010_1_31	266615001
DOID:10952	nephritis	SNOMEDCT_2010_1_31	274107001
DOID:10952	nephritis	SNOMEDCT_2010_1_31	52845002
DOID:10952	nephritis	UMLS_CUI	C0027697
DOID:2921	glomerulonephritis	MSH	D005921
DOID:2921	glomerulonephritis	NCI	C26784
DOID:2921	glomerulonephritis	SNOMEDCT_2010_1_31	197648001
DOID:2921	glomerulonephritis	SNOMEDCT_2010_1_31	36171008
DOID:2921	glomerulonephritis	UMLS_CUI	C0017658
DOID:10976	membranous glomerulonephritis	EFO	0004254
DOID:10976	membranous glomerulonephritis	MSH	D015433
DOID:10976	membranous glomerulonephritis	NCI	C34645
DOID:10976	membranous glomerulonephritis	SNOMEDCT_2010_1_31	197710000
DOID:10976	membranous glomerulonephritis	SNOMEDCT_2010_1_31	77182004
DOID:10976	membranous glomerulonephritis	UMLS_CUI	C0017665
DOID:7996	familial glomangioma	NCI	C5350
DOID:7996	familial glomangioma	UMLS_CUI	C1333987
DOID:9733	renal tuberculosis	ICD9CM	016.0
DOID:9733	renal tuberculosis	ICD9CM	016.00
DOID:9733	renal tuberculosis	MSH	D014398
DOID:9733	renal tuberculosis	SNOMEDCT_2010_1_31	186236001
DOID:9733	renal tuberculosis	SNOMEDCT_2010_1_31	44323002
DOID:9733	renal tuberculosis	UMLS_CUI	C0041328
DOID:4681	bile duct mucoepidermoid carcinoma	NCI	C5862
DOID:4681	bile duct mucoepidermoid carcinoma	UMLS_CUI	C1332552
DOID:10087	gastric leiomyoma	NCI	C3876
DOID:10087	gastric leiomyoma	SNOMEDCT_2010_1_31	276812001
DOID:10087	gastric leiomyoma	UMLS_CUI	C0238440
DOID:3683	lung benign neoplasm	MSH	D008175
DOID:3683	lung benign neoplasm	NCI	C3200
DOID:3683	lung benign neoplasm	SNOMEDCT_2010_1_31	126713003
DOID:3683	lung benign neoplasm	UMLS_CUI	C0024121
DOID:5386	lung adenoma	NCI	C4455
DOID:5386	lung adenoma	SNOMEDCT_2010_1_31	254642004
DOID:5386	lung adenoma	UMLS_CUI	C0345964
DOID:8003	alveoli adenoma	NCI	C4140
DOID:8003	alveoli adenoma	SNOMEDCT_2010_1_31	8097004
DOID:8003	alveoli adenoma	UMLS_CUI	C0334303
DOID:14499	Fabry disease	MSH	C531676
DOID:14499	Fabry disease	MSH	D000795
DOID:14499	Fabry disease	NCI	C27528
DOID:14499	Fabry disease	NCI	C84701
DOID:14499	Fabry disease	OMIM	301500
DOID:14499	Fabry disease	SNOMEDCT_2010_1_31	124464003
DOID:14499	Fabry disease	SNOMEDCT_2010_1_31	16652001
DOID:14499	Fabry disease	SNOMEDCT_2010_1_31	190792005
DOID:14499	Fabry disease	SNOMEDCT_2010_1_31	190796008
DOID:14499	Fabry disease	SNOMEDCT_2010_1_31	236536000
DOID:14499	Fabry disease	UMLS_CUI	C0002986
DOID:10241	thalassemia	ICD9CM	282.4
DOID:10241	thalassemia	MSH	D013789
DOID:10241	thalassemia	NCI	C35069
DOID:10241	thalassemia	OMIM	604131
DOID:10241	thalassemia	SNOMEDCT_2010_1_31	154796005
DOID:10241	thalassemia	SNOMEDCT_2010_1_31	191182000
DOID:10241	thalassemia	SNOMEDCT_2010_1_31	191192008
DOID:10241	thalassemia	SNOMEDCT_2010_1_31	191193003
DOID:10241	thalassemia	SNOMEDCT_2010_1_31	267521001
DOID:10241	thalassemia	SNOMEDCT_2010_1_31	267557006
DOID:10241	thalassemia	SNOMEDCT_2010_1_31	40108008
DOID:10241	thalassemia	SNOMEDCT_2010_1_31	84188003
DOID:10241	thalassemia	UMLS_CUI	C0039730
DOID:1099	alpha thalassemia	MSH	D017085
DOID:1099	alpha thalassemia	NCI	C34368
DOID:1099	alpha thalassemia	OMIM	141750
DOID:1099	alpha thalassemia	OMIM	141800
DOID:1099	alpha thalassemia	OMIM	301040
DOID:1099	alpha thalassemia	OMIM	604131
DOID:1099	alpha thalassemia	OMIM	613978
DOID:1099	alpha thalassemia	SNOMEDCT_2010_1_31	191186002
DOID:1099	alpha thalassemia	SNOMEDCT_2010_1_31	48553001
DOID:1099	alpha thalassemia	SNOMEDCT_2010_1_31	68913001
DOID:1099	alpha thalassemia	UMLS_CUI	C0002312
DOID:9724	purulent endophthalmitis	ICD9CM	360.0
DOID:9724	purulent endophthalmitis	ICD9CM	360.00
DOID:9724	purulent endophthalmitis	SNOMEDCT_2010_1_31	193267009
DOID:9724	purulent endophthalmitis	SNOMEDCT_2010_1_31	193271007
DOID:9724	purulent endophthalmitis	SNOMEDCT_2010_1_31	41720003
DOID:9724	purulent endophthalmitis	UMLS_CUI	C0259800
DOID:14500	fucosidosis	MSH	D005645
DOID:14500	fucosidosis	NCI	C61274
DOID:14500	fucosidosis	OMIM	230000
DOID:14500	fucosidosis	SNOMEDCT_2010_1_31	190937009
DOID:14500	fucosidosis	SNOMEDCT_2010_1_31	64716005
DOID:14500	fucosidosis	UMLS_CUI	C0016788
DOID:10989	conjunctival vascular disease	ICD9CM	372.74
DOID:10989	conjunctival vascular disease	NCI	C35116
DOID:10989	conjunctival vascular disease	SNOMEDCT_2010_1_31	193900004
DOID:10989	conjunctival vascular disease	SNOMEDCT_2010_1_31	74100001
DOID:10989	conjunctival vascular disease	UMLS_CUI	C0042370
DOID:4683	cutaneous mucoepidermoid carcinoma	NCI	C4472
DOID:4683	cutaneous mucoepidermoid carcinoma	SNOMEDCT_2010_1_31	254713002
DOID:4683	cutaneous mucoepidermoid carcinoma	UMLS_CUI	C0346019
DOID:9723	vitreous abscess	ICD9CM	360.04
DOID:9723	vitreous abscess	SNOMEDCT_2010_1_31	48142003
DOID:9723	vitreous abscess	UMLS_CUI	C0042904
DOID:14253	retinal dystrophy in systemic or cerebroretinal lipidoses	ICD9CM	362.71
DOID:14253	retinal dystrophy in systemic or cerebroretinal lipidoses	UMLS_CUI	C0154861
DOID:2596	larynx cancer	ICD9CM	161
DOID:2596	larynx cancer	ICD9CM	161.9
DOID:2596	larynx cancer	MSH	D007822
DOID:2596	larynx cancer	NCI	C7484
DOID:2596	larynx cancer	SNOMEDCT_2010_1_31	154484002
DOID:2596	larynx cancer	SNOMEDCT_2010_1_31	187851007
DOID:2596	larynx cancer	SNOMEDCT_2010_1_31	269560007
DOID:2596	larynx cancer	SNOMEDCT_2010_1_31	363429002
DOID:2596	larynx cancer	SNOMEDCT_2010_1_31	93859007
DOID:2596	larynx cancer	UMLS_CUI	C0007107
DOID:2600	laryngeal carcinoma	NCI	C4855
DOID:2600	laryngeal carcinoma	SNOMEDCT_2010_1_31	154480006
DOID:2600	laryngeal carcinoma	SNOMEDCT_2010_1_31	276975007
DOID:2600	laryngeal carcinoma	SNOMEDCT_2010_1_31	93859007
DOID:2600	laryngeal carcinoma	UMLS_CUI	C0595989
DOID:4688	laryngeal mucoepidermoid carcinoma	NCI	C9463
DOID:4688	laryngeal mucoepidermoid carcinoma	UMLS_CUI	C1334373
DOID:10933	obsessive-compulsive disorder	ICD9CM	300.3
DOID:10933	obsessive-compulsive disorder	MSH	D009771
DOID:10933	obsessive-compulsive disorder	SNOMEDCT_2010_1_31	191736004
DOID:10933	obsessive-compulsive disorder	SNOMEDCT_2010_1_31	191739006
DOID:10933	obsessive-compulsive disorder	SNOMEDCT_2010_1_31	192406007
DOID:10933	obsessive-compulsive disorder	SNOMEDCT_2010_1_31	192411009
DOID:10933	obsessive-compulsive disorder	SNOMEDCT_2010_1_31	71478004
DOID:10933	obsessive-compulsive disorder	UMLS_CUI	C0028768
DOID:3449	penis carcinoma	NCI	C9061
DOID:3449	penis carcinoma	SNOMEDCT_2010_1_31	372106005
DOID:3449	penis carcinoma	UMLS_CUI	C0853105
DOID:5518	penis squamous cell carcinoma	NCI	C7729
DOID:5518	penis squamous cell carcinoma	SNOMEDCT_2010_1_31	403468003
DOID:5518	penis squamous cell carcinoma	UMLS_CUI	C0238348
DOID:5518	penis squamous cell carcinoma	UMLS_CUI	C1336081
DOID:8009	penis mixed squamous cell carcinoma	NCI	C39959
DOID:8009	penis mixed squamous cell carcinoma	UMLS_CUI	C1513369
DOID:8465	retinoschisis	ICD9CM	361.10
DOID:8465	retinoschisis	MSH	D041441
DOID:8465	retinoschisis	NCI	C85046
DOID:8465	retinoschisis	SNOMEDCT_2010_1_31	193330003
DOID:8465	retinoschisis	SNOMEDCT_2010_1_31	389992006
DOID:8465	retinoschisis	SNOMEDCT_2010_1_31	44268007
DOID:8465	retinoschisis	UMLS_CUI	C0152439
DOID:8464	flat retinoschisis	ICD9CM	361.11
DOID:8464	flat retinoschisis	SNOMEDCT_2010_1_31	193332006
DOID:8464	flat retinoschisis	SNOMEDCT_2010_1_31	83405000
DOID:8464	flat retinoschisis	UMLS_CUI	C0154817
DOID:6112	cerebral meningioma	NCI	C4807
DOID:6112	cerebral meningioma	SNOMEDCT_2010_1_31	189164002
DOID:6112	cerebral meningioma	UMLS_CUI	C0542564
DOID:6114	cerebral convexity meningioma	MSH	D008579
DOID:6114	cerebral convexity meningioma	NCI	C4959
DOID:6114	cerebral convexity meningioma	UMLS_CUI	C0751303
DOID:8000	frontal convexity meningioma	NCI	C5292
DOID:8000	frontal convexity meningioma	UMLS_CUI	C1333643
DOID:205	hyperostosis	MSH	D015576
DOID:205	hyperostosis	NCI	C34712
DOID:205	hyperostosis	SNOMEDCT_2010_1_31	13814009
DOID:205	hyperostosis	SNOMEDCT_2010_1_31	203514008
DOID:205	hyperostosis	UMLS_CUI	C0020492
DOID:203	exostosis	ICD9CM	726.91
DOID:203	exostosis	MSH	D005096
DOID:203	exostosis	NCI	C3029
DOID:203	exostosis	SNOMEDCT_2010_1_31	156665008
DOID:203	exostosis	SNOMEDCT_2010_1_31	202894007
DOID:203	exostosis	SNOMEDCT_2010_1_31	267997004
DOID:203	exostosis	SNOMEDCT_2010_1_31	268091003
DOID:203	exostosis	SNOMEDCT_2010_1_31	416189003
DOID:203	exostosis	SNOMEDCT_2010_1_31	80400009
DOID:203	exostosis	UMLS_CUI	C1442903
DOID:210	heel spur	ICD9CM	726.73
DOID:210	heel spur	MSH	D036982
DOID:210	heel spur	SNOMEDCT_2010_1_31	156663001
DOID:210	heel spur	SNOMEDCT_2010_1_31	268090002
DOID:210	heel spur	SNOMEDCT_2010_1_31	55260003
DOID:210	heel spur	UMLS_CUI	C0158322
DOID:292	lacrimal system cancer	NCI	C5102
DOID:292	lacrimal system cancer	SNOMEDCT_2010_1_31	416510003
DOID:292	lacrimal system cancer	UMLS_CUI	C1334361
DOID:294	lacrimal gland cancer	ICD9CM	190.2
DOID:294	lacrimal gland cancer	NCI	C3563
DOID:294	lacrimal gland cancer	SNOMEDCT_2010_1_31	127004000
DOID:294	lacrimal gland cancer	SNOMEDCT_2010_1_31	188271007
DOID:294	lacrimal gland cancer	SNOMEDCT_2010_1_31	188272000
DOID:294	lacrimal gland cancer	SNOMEDCT_2010_1_31	93853008
DOID:294	lacrimal gland cancer	UMLS_CUI	C0153627
DOID:294	lacrimal gland cancer	UMLS_CUI	C0339124
DOID:293	lacrimal gland carcinoma	NCI	C6129
DOID:293	lacrimal gland carcinoma	UMLS_CUI	C1334358
DOID:4685	lacrimal gland mucoepidermoid carcinoma	NCI	C6091
DOID:4685	lacrimal gland mucoepidermoid carcinoma	UMLS_CUI	C1334359
DOID:11252	microcytic anemia	NCI	C35141
DOID:11252	microcytic anemia	OMIM	206200
DOID:11252	microcytic anemia	SNOMEDCT_2010_1_31	154787005
DOID:11252	microcytic anemia	SNOMEDCT_2010_1_31	234349007
DOID:11252	microcytic anemia	SNOMEDCT_2010_1_31	267553005
DOID:11252	microcytic anemia	UMLS_CUI	C0085576
DOID:1098	fetal erythroblastosis	ICD9CM	773
DOID:1098	fetal erythroblastosis	ICD9CM	773.2
DOID:1098	fetal erythroblastosis	MSH	D004899
DOID:1098	fetal erythroblastosis	NCI	C87115
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	111468003
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	123307003
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	157130001
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	206429000
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	206430005
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	206431009
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	206436004
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	268878003
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	276577009
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	33130007
DOID:1098	fetal erythroblastosis	SNOMEDCT_2010_1_31	387705004
DOID:1098	fetal erythroblastosis	UMLS_CUI	C0014761
DOID:3004	breast myoepithelial neoplasm	NCI	C40389
DOID:3004	breast myoepithelial neoplasm	UMLS_CUI	C1511319
DOID:7521	breast myoepitheliosis	NCI	C40385
DOID:7521	breast myoepitheliosis	UMLS_CUI	C1513799
DOID:13476	supraglottis cancer	ICD9CM	161.1
DOID:13476	supraglottis cancer	NCI	C3545
DOID:13476	supraglottis cancer	SNOMEDCT_2010_1_31	154482003
DOID:13476	supraglottis cancer	SNOMEDCT_2010_1_31	187842004
DOID:13476	supraglottis cancer	SNOMEDCT_2010_1_31	269558005
DOID:13476	supraglottis cancer	SNOMEDCT_2010_1_31	94080006
DOID:13476	supraglottis cancer	UMLS_CUI	C0153484
DOID:7763	carcinoma of supraglottis	NCI	C5973
DOID:7763	carcinoma of supraglottis	SNOMEDCT_2010_1_31	372105009
DOID:7763	carcinoma of supraglottis	UMLS_CUI	C1299240
DOID:7587	supraglottis squamous cell carcinoma	NCI	C4945
DOID:7587	supraglottis squamous cell carcinoma	UMLS_CUI	C0749163
DOID:14501	Sjogren-Larsson syndrome	MSH	D016111
DOID:14501	Sjogren-Larsson syndrome	NCI	C85070
DOID:14501	Sjogren-Larsson syndrome	OMIM	270200
DOID:14501	Sjogren-Larsson syndrome	SNOMEDCT_2010_1_31	111303009
DOID:14501	Sjogren-Larsson syndrome	SNOMEDCT_2010_1_31	205549003
DOID:14501	Sjogren-Larsson syndrome	UMLS_CUI	C0037231
DOID:254	hemangioma of intra-abdominal structure	ICD9CM	228.04
DOID:254	hemangioma of intra-abdominal structure	NCI	C3635
DOID:254	hemangioma of intra-abdominal structure	SNOMEDCT_2010_1_31	189197001
DOID:254	hemangioma of intra-abdominal structure	SNOMEDCT_2010_1_31	93467008
DOID:254	hemangioma of intra-abdominal structure	UMLS_CUI	C0154052
DOID:271	hemangioma of liver	NCI	C3869
DOID:271	hemangioma of liver	SNOMEDCT_2010_1_31	235879002
DOID:271	hemangioma of liver	SNOMEDCT_2010_1_31	93469006
DOID:271	hemangioma of liver	UMLS_CUI	C0238246
DOID:110	lens disease	MSH	D007905
DOID:110	lens disease	NCI	C26812
DOID:110	lens disease	SNOMEDCT_2010_1_31	10810001
DOID:110	lens disease	SNOMEDCT_2010_1_31	194158009
DOID:110	lens disease	SNOMEDCT_2010_1_31	194613002
DOID:110	lens disease	UMLS_CUI	C0023308
DOID:83	cataract	ICD10CM	Q12.0
DOID:83	cataract	ICD9CM	366.8
DOID:83	cataract	MSH	D002386
DOID:83	cataract	OMIM	115650
DOID:83	cataract	OMIM	115660
DOID:83	cataract	OMIM	115665
DOID:83	cataract	OMIM	115700
DOID:83	cataract	OMIM	115800
DOID:83	cataract	OMIM	115900
DOID:83	cataract	OMIM	116100
DOID:83	cataract	OMIM	116200
DOID:83	cataract	OMIM	116300
DOID:83	cataract	OMIM	116400
DOID:83	cataract	OMIM	116700
DOID:83	cataract	OMIM	116800
DOID:83	cataract	OMIM	212500
DOID:83	cataract	OMIM	302200
DOID:83	cataract	OMIM	600881
DOID:83	cataract	OMIM	601202
DOID:83	cataract	OMIM	601371
DOID:83	cataract	OMIM	601547
DOID:83	cataract	OMIM	601885
DOID:83	cataract	OMIM	604219
DOID:83	cataract	OMIM	604307
DOID:83	cataract	OMIM	605728
DOID:83	cataract	OMIM	605749
DOID:83	cataract	OMIM	607304
DOID:83	cataract	OMIM	609026
DOID:83	cataract	OMIM	609376
DOID:83	cataract	OMIM	609741
DOID:83	cataract	OMIM	610019
DOID:83	cataract	OMIM	610202
DOID:83	cataract	OMIM	610425
DOID:83	cataract	OMIM	611391
DOID:83	cataract	OMIM	611544
DOID:83	cataract	OMIM	611597
DOID:83	cataract	OMIM	612968
DOID:83	cataract	OMIM	613887
DOID:83	cataract	OMIM	614422
DOID:83	cataract	OMIM	614697
DOID:83	cataract	OMIM	615188
DOID:83	cataract	OMIM	615274
DOID:83	cataract	OMIM	615277
DOID:83	cataract	SNOMEDCT_2010_1_31	193620000
DOID:83	cataract	SNOMEDCT_2010_1_31	193622008
DOID:83	cataract	UMLS_CUI	C0029531
DOID:9669	senile cataract	ICD9CM	366.1
DOID:9669	senile cataract	ICD9CM	366.10
DOID:9669	senile cataract	NCI	C35012
DOID:9669	senile cataract	SNOMEDCT_2010_1_31	155127007
DOID:9669	senile cataract	SNOMEDCT_2010_1_31	193582000
DOID:9669	senile cataract	SNOMEDCT_2010_1_31	193583005
DOID:9669	senile cataract	SNOMEDCT_2010_1_31	193594009
DOID:9669	senile cataract	SNOMEDCT_2010_1_31	39450006
DOID:9669	senile cataract	UMLS_CUI	C0036646
DOID:10997	immature cataract	ICD9CM	366.12
DOID:10997	immature cataract	SNOMEDCT_2010_1_31	193584004
DOID:10997	immature cataract	SNOMEDCT_2010_1_31	193585003
DOID:10997	immature cataract	SNOMEDCT_2010_1_31	52421005
DOID:10997	immature cataract	UMLS_CUI	C0271163
DOID:8013	penis papillary carcinoma	NCI	C6983
DOID:8013	penis papillary carcinoma	UMLS_CUI	C1335322
DOID:11976	botulism	CSP	5000-0060
DOID:11976	botulism	MSH	D001906
DOID:11976	botulism	NCI	C84599
DOID:11976	botulism	SNOMEDCT_2010_1_31	154276003
DOID:11976	botulism	SNOMEDCT_2010_1_31	186110004
DOID:11976	botulism	SNOMEDCT_2010_1_31	266177004
DOID:11976	botulism	SNOMEDCT_2010_1_31	398523009
DOID:11976	botulism	SNOMEDCT_2010_1_31	398530003
DOID:11976	botulism	SNOMEDCT_2010_1_31	398565003
DOID:11976	botulism	SNOMEDCT_2010_1_31	414531002
DOID:11976	botulism	SNOMEDCT_2010_1_31	49248004
DOID:11976	botulism	UMLS_CUI	C0006057
DOID:11337	Lemierre's syndrome	ICD9CM	040.3
DOID:11337	Lemierre's syndrome	MSH	D005674
DOID:11337	Lemierre's syndrome	SNOMEDCT_2010_1_31	52542005
DOID:11337	Lemierre's syndrome	UMLS_CUI	C0027537
DOID:9741	biliary tract disease	ICD9CM	576.9
DOID:9741	biliary tract disease	MSH	D001660
DOID:9741	biliary tract disease	NCI	C2899
DOID:9741	biliary tract disease	SNOMEDCT_2010_1_31	105997008
DOID:9741	biliary tract disease	SNOMEDCT_2010_1_31	155830002
DOID:9741	biliary tract disease	SNOMEDCT_2010_1_31	155832005
DOID:9741	biliary tract disease	SNOMEDCT_2010_1_31	266544009
DOID:9741	biliary tract disease	SNOMEDCT_2010_1_31	266545005
DOID:9741	biliary tract disease	SNOMEDCT_2010_1_31	5235004
DOID:9741	biliary tract disease	UMLS_CUI	C0005424
DOID:1529	penile disease	ICD9CM	607.8
DOID:1529	penile disease	ICD9CM	607.89
DOID:1529	penile disease	MSH	D010409
DOID:1529	penile disease	SNOMEDCT_2010_1_31	198558008
DOID:1529	penile disease	UMLS_CUI	C0029785
DOID:0050740	Qazi Markouizos syndrome	OMIM	600096
DOID:14503	neuronal ceroid lipofuscinosis	ICD10CM	E75.4
DOID:14503	neuronal ceroid lipofuscinosis	ICD9CM	330.1
DOID:14503	neuronal ceroid lipofuscinosis	MSH	D009472
DOID:14503	neuronal ceroid lipofuscinosis	NCI	C61257
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	162350
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	204200
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	204300
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	204500
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	256730
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	256731
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	600143
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	601780
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	609055
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	610003
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	610127
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	610951
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	614706
DOID:14503	neuronal ceroid lipofuscinosis	OMIM	615362
DOID:14503	neuronal ceroid lipofuscinosis	ORDO	216
DOID:14503	neuronal ceroid lipofuscinosis	ORDO	79262
DOID:14503	neuronal ceroid lipofuscinosis	SNOMEDCT_2010_1_31	42012007
DOID:14503	neuronal ceroid lipofuscinosis	UMLS_CUI	C0027877
