slim_id	slim_name	subsumed_id	subsumed_name	min_distance
DOID:1319	brain cancer	DOID:0050899	brain stem medulloblastoma	3
DOID:1319	brain cancer	DOID:0050901	corpus callosum oligodendroglioma	3
DOID:1319	brain cancer	DOID:0050902	medulloblastoma	2
DOID:1319	brain cancer	DOID:0050903	parietal lobe ependymoma	4
DOID:1319	brain cancer	DOID:0060104	cerebellar medulloblastoma	3
DOID:1319	brain cancer	DOID:0060105	brain medulloblastoma	1
DOID:1319	brain cancer	DOID:0060106	brain meningioma	1
DOID:1319	brain cancer	DOID:0060108	brain glioma	1
DOID:1319	brain cancer	DOID:12016	frontal lobe neoplasm	3
DOID:1319	brain cancer	DOID:1319	brain cancer	0
DOID:1319	brain cancer	DOID:14174	central neurocytoma	4
DOID:1319	brain cancer	DOID:14384	parietal lobe neoplasm	3
DOID:1319	brain cancer	DOID:1659	supratentorial cancer	1
DOID:1319	brain cancer	DOID:2127	brain germinoma	1
DOID:1319	brain cancer	DOID:2129	atypical teratoid rhabdoid tumor	1
DOID:1319	brain cancer	DOID:2132	brain sarcoma	1
DOID:1319	brain cancer	DOID:2135	temporal lobe neoplasm	3
DOID:1319	brain cancer	DOID:3073	brain glioblastoma multiforme	2
DOID:1319	brain cancer	DOID:3187	brain oligodendroglioma	2
DOID:1319	brain cancer	DOID:3199	C-P angle neurinoma	4
DOID:1319	brain cancer	DOID:3200	cerebellopontine angle tumor	3
DOID:1319	brain cancer	DOID:3540	choroid plexus cancer	4
DOID:1319	brain cancer	DOID:3541	cerebral ventricle cancer	3
DOID:1319	brain cancer	DOID:3542	adult choroid plexus cancer	5
DOID:1319	brain cancer	DOID:3544	atypical choroid plexus papilloma	5
DOID:1319	brain cancer	DOID:3545	childhood choroid plexus cancer	5
DOID:1319	brain cancer	DOID:3644	hypothalamic neoplasm	3
DOID:1319	brain cancer	DOID:368	cerebrum cancer	2
DOID:1319	brain cancer	DOID:3772	intraventricular meningioma	4
DOID:1319	brain cancer	DOID:3773	third ventricle chordoid glioma	4
DOID:1319	brain cancer	DOID:3843	diencephalic neoplasm	2
DOID:1319	brain cancer	DOID:3857	large cell medulloblastoma	3
DOID:1319	brain cancer	DOID:3860	cerebellar vermis medulloblastoma	4
DOID:1319	brain cancer	DOID:3861	medullomyoblastoma	3
DOID:1319	brain cancer	DOID:3864	adult medulloblastoma	3
DOID:1319	brain cancer	DOID:3868	melanotic medulloblastoma	3
DOID:1319	brain cancer	DOID:3869	childhood medulloblastoma	3
DOID:1319	brain cancer	DOID:3873	nodular medulloblastoma	3
DOID:1319	brain cancer	DOID:4164	cerebral neuroblastoma	1
DOID:1319	brain cancer	DOID:4202	brain stem glioma	3
DOID:1319	brain cancer	DOID:4203	brain stem cancer	2
DOID:1319	brain cancer	DOID:4205	cerebellum cancer	2
DOID:1319	brain cancer	DOID:4206	childhood brain stem neoplasm	3
DOID:1319	brain cancer	DOID:4207	childhood infratentorial neoplasm	3
DOID:1319	brain cancer	DOID:4209	brainstem intraparenchymal clear cell meningioma	3
DOID:1319	brain cancer	DOID:4706	infratentorial cancer	1
DOID:1319	brain cancer	DOID:4707	cervicomedullary junction neoplasm	2
DOID:1319	brain cancer	DOID:4787	cerebellopontine angle primitive neuroectodermal	4
DOID:1319	brain cancer	DOID:4791	supratentorial primitive neuroectodermal tumor	2
DOID:1319	brain cancer	DOID:4812	adult brainstem gliosarcoma	5
DOID:1319	brain cancer	DOID:4813	adult brain stem glioma	4
DOID:1319	brain cancer	DOID:4848	cerebellar astrocytoma	3
DOID:1319	brain cancer	DOID:4853	pilocytic astrocytoma of cerebellum	4
DOID:1319	brain cancer	DOID:4855	diencephalic astrocytomas	3
DOID:1319	brain cancer	DOID:4860	brain stem astrocytic neoplasm	4
DOID:1319	brain cancer	DOID:5056	adult cerebellar neoplasm	3
DOID:1319	brain cancer	DOID:5057	papillary meningioma of the cerebellum	3
DOID:1319	brain cancer	DOID:5059	childhood cerebellar neoplasm	3
DOID:1319	brain cancer	DOID:5508	brain stem ependymoma	4
DOID:1319	brain cancer	DOID:5648	choroid plexus carcinoma	5
DOID:1319	brain cancer	DOID:5815	cerebral lymphoma	3
DOID:1319	brain cancer	DOID:5921	adult brainstem mixed glioma	5
DOID:1319	brain cancer	DOID:5922	adult brainstem astrocytoma	5
DOID:1319	brain cancer	DOID:6098	thalamic neoplasm	3
DOID:1319	brain cancer	DOID:6112	cerebral meningioma	3
DOID:1319	brain cancer	DOID:6113	intracerebral cystic meningioma	4
DOID:1319	brain cancer	DOID:6114	cerebral convexity meningioma	4
DOID:1319	brain cancer	DOID:6115	lateral ventricle meningioma	4
DOID:1319	brain cancer	DOID:6128	gliomatosis cerebri	1
DOID:1319	brain cancer	DOID:6286	childhood cerebellar astrocytic neoplasm	4
DOID:1319	brain cancer	DOID:6291	cerebral hemisphere lipoma	3
DOID:1319	brain cancer	DOID:6294	corpus callosum lipoma	4
DOID:1319	brain cancer	DOID:6337	cerebellopontine angle meningioma	4
DOID:1319	brain cancer	DOID:6380	adult brain medulloblastoma	2
DOID:1319	brain cancer	DOID:6383	childhood brain stem glioma	4
DOID:1319	brain cancer	DOID:6386	childhood brainstem astrocytoma	5
DOID:1319	brain cancer	DOID:6458	cerebellar liponeurocytoma	3
DOID:1319	brain cancer	DOID:6500	cerebellar angioblastoma	3
DOID:1319	brain cancer	DOID:6501	brain stem angioblastoma	3
DOID:1319	brain cancer	DOID:6869	parasagittal meningioma	5
DOID:1319	brain cancer	DOID:6939	childhood brain meningioma	2
DOID:1319	brain cancer	DOID:7007	childhood cerebral astrocytoma	3
DOID:1319	brain cancer	DOID:7398	cerebral primitive neuroectodermal tumor	3
DOID:1319	brain cancer	DOID:7429	childhood brain germinoma	2
DOID:1319	brain cancer	DOID:7497	brain ependymoma	2
DOID:1319	brain cancer	DOID:7501	pediatric infratentorial ependymoma	2
DOID:1319	brain cancer	DOID:7502	pediatric supratentorial ependymoma	2
DOID:1319	brain cancer	DOID:7522	pediatric infratentorial ependymoblastoma	4
DOID:1319	brain cancer	DOID:7750	adult brain ependymoma	3
DOID:1319	brain cancer	DOID:8000	frontal convexity meningioma	5
DOID:1319	brain cancer	DOID:910	occipital lobe neoplasm	3
DOID:13223	uterine fibroid	DOID:13222	submucous uterine fibroid	1
DOID:13223	uterine fibroid	DOID:13223	uterine fibroid	0
DOID:13223	uterine fibroid	DOID:13560	subserous uterine fibroid	1
DOID:13223	uterine fibroid	DOID:13951	uterine corpus epithelioid leiomyoma	1
DOID:13223	uterine fibroid	DOID:13953	uterine corpus dissecting leiomyoma	1
DOID:13223	uterine fibroid	DOID:13955	uterus interstitial leiomyoma	1
DOID:13223	uterine fibroid	DOID:13956	uterine corpus myxoid leiomyoma	1
DOID:13223	uterine fibroid	DOID:13957	uterine corpus lipoleiomyoma	1
DOID:1324	lung cancer	DOID:0050870	in situ pulmonary adenocarcinoma	1
DOID:1324	lung cancer	DOID:0050872	large cell neuroendocrine carcinoma	4
DOID:1324	lung cancer	DOID:0050875	small cell neuroendocrine carcinoma	3
DOID:1324	lung cancer	DOID:0050917	lung combined type small cell adenocarcinoma	4
DOID:1324	lung cancer	DOID:0050932	lung mucoepidermoid carcinoma	2
DOID:1324	lung cancer	DOID:1324	lung cancer	0
DOID:1324	lung cancer	DOID:2784	lung sarcoma	1
DOID:1324	lung cancer	DOID:3905	lung carcinoma	1
DOID:1324	lung cancer	DOID:3907	lung squamous cell carcinoma	3
DOID:1324	lung cancer	DOID:3908	non-small cell lung carcinoma	2
DOID:1324	lung cancer	DOID:3909	bronchogenic lung adenocarcinoma	4
DOID:1324	lung cancer	DOID:3910	lung adenocarcinoma	3
DOID:1324	lung cancer	DOID:3924	main bronchus cancer	1
DOID:1324	lung cancer	DOID:4556	lung large cell carcinoma	3
DOID:1324	lung cancer	DOID:4765	pulmonary blastoma	1
DOID:1324	lung cancer	DOID:4767	classic pulmonary blastoma	2
DOID:1324	lung cancer	DOID:4768	epithelial predominant pulmonary blastoma	2
DOID:1324	lung cancer	DOID:4769	pleuropulmonary blastoma	2
DOID:1324	lung cancer	DOID:4829	adenosquamous cell lung carcinoma	3
DOID:1324	lung cancer	DOID:4872	lung adenoid cystic carcinoma	2
DOID:1324	lung cancer	DOID:4926	bronchiolo-alveolar adenocarcinoma	4
DOID:1324	lung cancer	DOID:5265	lung leiomyosarcoma	2
DOID:1324	lung cancer	DOID:5409	lung small cell carcinoma	2
DOID:1324	lung cancer	DOID:5410	pulmonary neuroendocrine tumor	1
DOID:1324	lung cancer	DOID:5411	lung oat cell carcinoma	3
DOID:1324	lung cancer	DOID:5414	lung occult small cell carcinoma	3
DOID:1324	lung cancer	DOID:5421	lung combined type small cell carcinoma	3
DOID:1324	lung cancer	DOID:5583	lung giant cell carcinoma	4
DOID:1324	lung cancer	DOID:5588	lung papillary adenocarcinoma	4
DOID:1324	lung cancer	DOID:5764	lung meningioma	1
DOID:1324	lung cancer	DOID:6482	lung acinar adenocarcinoma	4
DOID:1324	lung cancer	DOID:6510	lung occult squamous cell carcinoma	4
DOID:1324	lung cancer	DOID:6658	pulmonary large cell neuroendocrine carcinoma	4
DOID:1324	lung cancer	DOID:6760	lung lymphoma	1
DOID:1324	lung cancer	DOID:7045	basaloid lung carcinoma	4
DOID:1324	lung cancer	DOID:7081	lung mixed small cell and squamous cell carcinoma	2
DOID:1324	lung cancer	DOID:7168	lung occult adenocarcinoma	4
DOID:1324	lung cancer	DOID:7169	lung occult large cell carcinoma	4
DOID:1324	lung cancer	DOID:7207	lung combined large cell neuroendocrine carcinoma	5
DOID:1324	lung cancer	DOID:7267	lung clear cell carcinoma	4
DOID:1324	lung cancer	DOID:7480	large cell carcinoma with rhabdoid phenotype	4
DOID:1324	lung cancer	DOID:7596	asbestos-related lung carcinoma	2
DOID:1324	lung cancer	DOID:7696	lung hilum cancer	1
DOID:1324	lung cancer	DOID:8007	Pancoast tumor	1
DOID:1324	lung cancer	DOID:8207	hilar lung carcinoma	2
DOID:1324	lung cancer	DOID:8208	lung superior sulcus carcinoma	2
DOID:13241	Behcet's disease	DOID:13241	Behcet's disease	0
DOID:13378	Kawasaki disease	DOID:13378	Kawasaki disease	0
DOID:13499	jejunal cancer	DOID:0050926	jejunal adenocarcinoma	1
DOID:13499	jejunal cancer	DOID:13499	jejunal cancer	0
DOID:13499	jejunal cancer	DOID:3216	jejunal somatostatinoma	1
DOID:14004	thoracic aortic aneurysm	DOID:14004	thoracic aortic aneurysm	0
DOID:14221	metabolic syndrome X	DOID:14221	metabolic syndrome X	0
DOID:14227	azoospermia	DOID:14227	azoospermia	0
DOID:14268	sclerosing cholangitis	DOID:14268	sclerosing cholangitis	0
DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	0
DOID:1459	hypothyroidism	DOID:0050328	congenital hypothyroidism	1
DOID:1459	hypothyroidism	DOID:0050655	Bamforth-Lazarus syndrome	1
DOID:1459	hypothyroidism	DOID:11633	thyroid hormone resistance syndrome	1
DOID:1459	hypothyroidism	DOID:11634	myxedema	1
DOID:1459	hypothyroidism	DOID:1458	postsurgical hypothyroidism	1
DOID:1459	hypothyroidism	DOID:1459	hypothyroidism	0
DOID:1459	hypothyroidism	DOID:5083	iodine hypothyroidism	1
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1
DOID:1595	endogenous depression	DOID:1595	endogenous depression	0
DOID:1595	endogenous depression	DOID:9478	postpartum depression	1
DOID:1612	breast cancer	DOID:0050671	female breast cancer	1
DOID:1612	breast cancer	DOID:0050938	breast lobular carcinoma	2
DOID:1612	breast cancer	DOID:0060075	estrogen-receptor positive breast cancer	1
DOID:1612	breast cancer	DOID:0060076	estrogen-receptor negative breast cancer	1
DOID:1612	breast cancer	DOID:0060077	progesterone-receptor positive breast cancer	1
DOID:1612	breast cancer	DOID:0060078	progesterone-receptor negative breast cancer	1
DOID:1612	breast cancer	DOID:0060079	Her2-receptor positive breast cancer	1
DOID:1612	breast cancer	DOID:0060080	Her2-receptor negative breast cancer	1
DOID:1612	breast cancer	DOID:0060081	triple-receptor negative breast cancer	1
DOID:1612	breast cancer	DOID:11889	female breast nipple and areola cancer	2
DOID:1612	breast cancer	DOID:13799	female breast central part cancer	2
DOID:1612	breast cancer	DOID:13972	female breast lower-outer quadrant cancer	2
DOID:1612	breast cancer	DOID:1612	breast cancer	0
DOID:1612	breast cancer	DOID:1614	male breast cancer	1
DOID:1612	breast cancer	DOID:1642	breast adenomyoepithelioma	2
DOID:1612	breast cancer	DOID:1647	female breast upper-inner quadrant cancer	2
DOID:1612	breast cancer	DOID:1649	female breast lower-inner quadrant cancer	2
DOID:1612	breast cancer	DOID:1650	female breast axillary tail cancer	2
DOID:1612	breast cancer	DOID:3004	breast myoepithelial neoplasm	1
DOID:1612	breast cancer	DOID:3007	breast ductal carcinoma	2
DOID:1612	breast cancer	DOID:3008	invasive ductal carcinoma	3
DOID:1612	breast cancer	DOID:3011	breast granular cell tumor	1
DOID:1612	breast cancer	DOID:3016	breast malignant phyllodes tumor	1
DOID:1612	breast cancer	DOID:3017	breast sarcoma	1
DOID:1612	breast cancer	DOID:3443	mammary Paget's disease	3
DOID:1612	breast cancer	DOID:3457	invasive lobular carcinoma	3
DOID:1612	breast cancer	DOID:3458	breast adenocarcinoma	2
DOID:1612	breast cancer	DOID:3459	breast carcinoma	1
DOID:1612	breast cancer	DOID:3503	breast signet ring cell adenocarcinoma	3
DOID:1612	breast cancer	DOID:3609	breast mucinous cystadenocarcinoma	4
DOID:1612	breast cancer	DOID:3610	breast mucinous carcinoma	3
DOID:1612	breast cancer	DOID:4060	breast rhabdomyosarcoma	2
DOID:1612	breast cancer	DOID:4364	malignant breast melanoma	1
DOID:1612	breast cancer	DOID:4511	breast angiosarcoma	2
DOID:1612	breast cancer	DOID:4679	breast mucoepidermoid carcinoma	3
DOID:1612	breast cancer	DOID:4680	breast metaplastic carcinoma	2
DOID:1612	breast cancer	DOID:4877	breast adenoid cystic carcinoma	2
DOID:1612	breast cancer	DOID:4922	breast secretory carcinoma	3
DOID:1612	breast cancer	DOID:5050	ehrlich tumor carcinoma	2
DOID:1612	breast cancer	DOID:5285	breast leiomyosarcoma	2
DOID:1612	breast cancer	DOID:5310	glycogen-rich clear cell breast carcinoma	3
DOID:1612	breast cancer	DOID:5370	breast hemangiopericytoma	2
DOID:1612	breast cancer	DOID:5514	breast squamous cell carcinoma	3
DOID:1612	breast cancer	DOID:5592	breast papillary carcinoma	2
DOID:1612	breast cancer	DOID:5605	breast medullary carcinoma	3
DOID:1612	breast cancer	DOID:5623	adenosquamous breast carcinoma	3
DOID:1612	breast cancer	DOID:5658	lipid-rich carcinoma	2
DOID:1612	breast cancer	DOID:5675	cribriform carcinoma	2
DOID:1612	breast cancer	DOID:5701	breast liposarcoma	2
DOID:1612	breast cancer	DOID:5743	acinic cell breast carcinoma	3
DOID:1612	breast cancer	DOID:5760	sebaceous breast carcinoma	2
DOID:1612	breast cancer	DOID:5826	breast lymphoma	1
DOID:1612	breast cancer	DOID:6001	breast fibrosarcoma	2
DOID:1612	breast cancer	DOID:6263	inflammatory breast carcinoma	3
DOID:1612	breast cancer	DOID:6581	breast apocrine carcinoma	3
DOID:1612	breast cancer	DOID:6585	oncocytic breast carcinoma	3
DOID:1612	breast cancer	DOID:6587	invasive tubular breast carcinoma	3
DOID:1612	breast cancer	DOID:6629	nipple carcinoma	2
DOID:1612	breast cancer	DOID:6657	breast large cell neuroendocrine carcinoma	1
DOID:1612	breast cancer	DOID:6741	bilateral breast cancer	2
DOID:1612	breast cancer	DOID:6742	synchronous bilateral breast carcinoma	3
DOID:1612	breast cancer	DOID:6776	breast myoepithelial carcinoma	2
DOID:1612	breast cancer	DOID:7076	lipid-rich breast carcinoma	3
DOID:1612	breast cancer	DOID:7459	acantholytic variant squamous cell breast carcinoma	4
DOID:1612	breast cancer	DOID:7460	spindle cell variant squamous cell breast carcinoma	4
DOID:1612	breast cancer	DOID:7461	large cell keratinizing variant squamous cell breast carcinoma	4
DOID:1612	breast cancer	DOID:7520	periductal breast myoepitheliosis	3
DOID:1612	breast cancer	DOID:7521	breast myoepitheliosis	2
DOID:1612	breast cancer	DOID:7537	breast cystic hypersecretory carcinoma	4
DOID:1612	breast cancer	DOID:7541	mixed epithelial/mesenchymal metaplastic breast carcinoma	3
DOID:1612	breast cancer	DOID:7578	breast scirrhous carcinoma	2
DOID:1612	breast cancer	DOID:7787	breast osteosarcoma	2
DOID:1612	breast cancer	DOID:7843	female breast carcinoma	2
DOID:1612	breast cancer	DOID:7953	nipple duct carcinoma	3
DOID:1612	breast cancer	DOID:7983	breast malignant eccrine spiradenoma	1
DOID:1612	breast cancer	DOID:8029	sporadic breast cancer	2
DOID:1612	breast cancer	DOID:8068	intraductal breast myoepitheliosis	3
DOID:1612	breast cancer	DOID:8130	breast columnar cell mucinous carcinoma	4
DOID:1612	breast cancer	DOID:9773	female breast upper-outer quadrant cancer	2
DOID:1686	glaucoma	DOID:0050593	primary congenital glaucoma	1
DOID:1686	glaucoma	DOID:10337	glaucomatous atrophy of optic disc	1
DOID:1686	glaucoma	DOID:1066	residual stage of open angle glaucoma	2
DOID:1686	glaucoma	DOID:1067	open-angle glaucoma	1
DOID:1686	glaucoma	DOID:1068	juvenile glaucoma	2
DOID:1686	glaucoma	DOID:1070	primary open angle glaucoma	2
DOID:1686	glaucoma	DOID:11148	hypersecretion glaucoma	1
DOID:1686	glaucoma	DOID:11149	aqueous misdirection	1
DOID:1686	glaucoma	DOID:11211	buphthalmos	3
DOID:1686	glaucoma	DOID:11212	hydrophthalmos	2
DOID:1686	glaucoma	DOID:12570	phacolytic glaucoma	2
DOID:1686	glaucoma	DOID:12571	phacogenic glaucoma	1
DOID:1686	glaucoma	DOID:13060	traumatic glaucoma	1
DOID:1686	glaucoma	DOID:13327	anatomical narrow angle borderline glaucoma	2
DOID:1686	glaucoma	DOID:13544	low tension glaucoma	2
DOID:1686	glaucoma	DOID:13549	interval angle-closure glaucoma	3
DOID:1686	glaucoma	DOID:13550	angle-closure glaucoma	1
DOID:1686	glaucoma	DOID:13641	exfoliation syndrome	2
DOID:1686	glaucoma	DOID:13862	acute closed-angle glaucoma	3
DOID:1686	glaucoma	DOID:1404	residual stage angle-closure glaucoma	3
DOID:1686	glaucoma	DOID:1405	primary angle-closure glaucoma	2
DOID:1686	glaucoma	DOID:14445	chronic closed-angle glaucoma	3
DOID:1686	glaucoma	DOID:14548	steroid-induced glaucoma - borderline	2
DOID:1686	glaucoma	DOID:1686	glaucoma	0
DOID:1686	glaucoma	DOID:1687	neovascular glaucoma	1
DOID:1686	glaucoma	DOID:9282	ocular hypertension	2
DOID:1686	glaucoma	DOID:9283	borderline glaucoma	1
DOID:1686	glaucoma	DOID:9946	steroid-induced glaucoma	1
DOID:1686	glaucoma	DOID:9948	residual stage corticosteroid-induced glaucoma	2
DOID:1725	peritoneum cancer	DOID:11748	round ligament malignant neoplasm	1
DOID:1725	peritoneum cancer	DOID:1725	peritoneum cancer	0
DOID:1725	peritoneum cancer	DOID:1788	peritoneal mesothelioma	1
DOID:1725	peritoneum cancer	DOID:4490	malignant peritoneal solitary fibrous tumor	1
DOID:175	vascular cancer	DOID:175	vascular cancer	0
DOID:175	vascular cancer	DOID:2430	skin glomus tumor	4
DOID:175	vascular cancer	DOID:2431	glomus tumor	3
DOID:175	vascular cancer	DOID:2643	perivascular epithelioid cell tumor	2
DOID:175	vascular cancer	DOID:3316	perivascular tumor	1
DOID:175	vascular cancer	DOID:3850	hemangiopericytic tumor	2
DOID:175	vascular cancer	DOID:4510	aorta angiosarcoma	1
DOID:175	vascular cancer	DOID:5233	glomangiosarcoma	4
DOID:175	vascular cancer	DOID:5236	subungual glomus tumor	4
DOID:175	vascular cancer	DOID:5547	pulmonary artery choriocarcinoma	1
DOID:175	vascular cancer	DOID:7388	pulmonary vein leiomyosarcoma	1
DOID:175	vascular cancer	DOID:7389	pulmonary artery leiomyosarcoma	1
DOID:175	vascular cancer	DOID:7390	superior vena cava leiomyosarcoma	1
DOID:175	vascular cancer	DOID:8352	aortic malignant tumor	1
DOID:175	vascular cancer	DOID:8731	carotid body cancer	1
DOID:1781	thyroid cancer	DOID:0050547	familial medullary thyroid carcinoma	4
DOID:1781	thyroid cancer	DOID:0050923	spindle epithelial tumor with thymus-like differentiation tumor	2
DOID:1781	thyroid cancer	DOID:10011	thyroid lymphoma	1
DOID:1781	thyroid cancer	DOID:1781	thyroid cancer	0
DOID:1781	thyroid cancer	DOID:3962	follicular thyroid carcinoma	2
DOID:1781	thyroid cancer	DOID:3963	thyroid carcinoma	1
DOID:1781	thyroid cancer	DOID:3964	trabecular follicular adenocarcinoma	3
DOID:1781	thyroid cancer	DOID:3968	papillary follicular thyroid adenocarcinoma	3
DOID:1781	thyroid cancer	DOID:3969	papillary thyroid carcinoma	2
DOID:1781	thyroid cancer	DOID:3973	thyroid medullary carcinoma	3
DOID:1781	thyroid cancer	DOID:4514	thyroid angiosarcoma	2
DOID:1781	thyroid cancer	DOID:4515	thyroid sarcoma	1
DOID:1781	thyroid cancer	DOID:4687	mucoepidermoid thyroid carcinoma	2
DOID:1781	thyroid cancer	DOID:5914	nonencapsulated sclerosing carcinoma	3
DOID:1781	thyroid cancer	DOID:7086	multicentric papillary thyroid carcinoma	3
DOID:1781	thyroid cancer	DOID:7088	columnar cell variant papillary carcinoma	3
DOID:1781	thyroid cancer	DOID:7089	tall cell variant papillary carcinoma	3
DOID:1781	thyroid cancer	DOID:8161	thyroid hurthle cell carcinoma	2
DOID:1790	malignant mesothelioma	DOID:1788	peritoneal mesothelioma	1
DOID:1790	malignant mesothelioma	DOID:1790	malignant mesothelioma	0
DOID:1790	malignant mesothelioma	DOID:4486	malignant biphasic mesothelioma	1
DOID:1790	malignant mesothelioma	DOID:4488	sarcomatoid mesothelioma	1
DOID:1790	malignant mesothelioma	DOID:4489	malignant epithelial mesothelioma	1
DOID:1793	pancreatic cancer	DOID:1792	pancreas lymphoma	1
DOID:1793	pancreatic cancer	DOID:1793	pancreatic cancer	0
DOID:1793	pancreatic cancer	DOID:1795	tumor of exocrine pancreas	1
DOID:1793	pancreatic cancer	DOID:1796	pancreas sarcoma	1
DOID:1793	pancreatic cancer	DOID:1798	pancreatic endocrine carcinoma	2
DOID:1793	pancreatic cancer	DOID:1799	islet cell tumor	1
DOID:1793	pancreatic cancer	DOID:3497	pancreatic signet ring cell adenocarcinoma	4
DOID:1793	pancreatic cancer	DOID:3498	pancreatic ductal adenocarcinoma	3
DOID:1793	pancreatic cancer	DOID:3587	pancreatic ductal carcinoma	2
DOID:1793	pancreatic cancer	DOID:3892	insulinoma	2
DOID:1793	pancreatic cancer	DOID:3919	pancreatic serous cystic neoplasm	2
DOID:1793	pancreatic cancer	DOID:4073	pancreatic cystadenocarcinoma	3
DOID:1793	pancreatic cancer	DOID:4074	pancreas adenocarcinoma	2
DOID:1793	pancreatic cancer	DOID:4432	pancreatic somatostatinoma	2
DOID:1793	pancreatic cancer	DOID:4433	pancreatic delta cell neoplasm	2
DOID:1793	pancreatic cancer	DOID:4905	pancreatic carcinoma	1
DOID:1793	pancreatic cancer	DOID:5580	pancreatic gastrinoma	2
DOID:1793	pancreatic cancer	DOID:5637	adenosquamous pancreas carcinoma	4
DOID:1793	pancreatic cancer	DOID:5741	pancreatic vasoactive intestinal peptide producing tumor	2
DOID:1793	pancreatic cancer	DOID:5742	pancreatic acinar cell adenocarcinoma	3
DOID:1793	pancreatic cancer	DOID:5751	pancreatic serous cystadenocarcinoma	4
DOID:1793	pancreatic cancer	DOID:6823	pancreatoblastoma	2
DOID:1793	pancreatic cancer	DOID:6827	pancreatic solid pseudopapillary carcinoma	2
DOID:1793	pancreatic cancer	DOID:7234	pancreatic colloid cystadenocarcinoma	4
DOID:1793	pancreatic cancer	DOID:7236	pancreatic invasive mucinous cystadenocarcinoma	5
DOID:1793	pancreatic cancer	DOID:7237	pancreatic non-invasive mucinous cystadenocarcinoma	5
DOID:1793	pancreatic cancer	DOID:7574	pancreatic intraductal papillary-colloid carcinoma	3
DOID:1793	pancreatic cancer	DOID:7575	pancreatic intraductal papillary-mucinous neoplasm	2
DOID:1793	pancreatic cancer	DOID:7577	pancreatic foamy gland adenocarcinoma	3
DOID:1793	pancreatic cancer	DOID:7685	pancreatic non-invasive intraductal papillary-mucinous carcinoma	4
DOID:1793	pancreatic cancer	DOID:7697	pancreatic ACTH hormone producing tumor	2
DOID:1793	pancreatic cancer	DOID:7698	non-functioning pancreatic endocrine tumor	2
DOID:1793	pancreatic cancer	DOID:7716	mixed ductal-endocrine carcinoma	4
DOID:1793	pancreatic cancer	DOID:7717	colloid carcinoma of the pancreas	4
DOID:1793	pancreatic cancer	DOID:7718	osteoclast-like giant cell neoplasm of the pancreas	4
DOID:1793	pancreatic cancer	DOID:7729	acinar cell cystadenocarcinoma	4
DOID:1793	pancreatic cancer	DOID:7840	pancreatic non-functioning delta cell tumor	3
DOID:1793	pancreatic cancer	DOID:7851	pancreatic intraductal papillary-mucinous adenoma	3
DOID:1793	pancreatic cancer	DOID:8150	pancreatic invasive intraductal papillary-mucinous carcinoma	4
DOID:1826	epilepsy syndrome	DOID:0050561	Lennox-Gastaut syndrome	3
DOID:1826	epilepsy syndrome	DOID:0050562	West syndrome	3
DOID:1826	epilepsy syndrome	DOID:0050701	electroclinical syndrome	1
DOID:1826	epilepsy syndrome	DOID:0050702	neonatal period electroclinical syndrome	2
DOID:1826	epilepsy syndrome	DOID:0050703	infancy electroclinical syndrome	2
DOID:1826	epilepsy syndrome	DOID:0050704	childhood electroclinical syndrome	2
DOID:1826	epilepsy syndrome	DOID:0050705	adolescence-adult electroclinical syndrome	2
DOID:1826	epilepsy syndrome	DOID:0050706	variable age at onset electroclinical syndrome	2
DOID:1826	epilepsy syndrome	DOID:0050708	early onset absence epilepsy	3
DOID:1826	epilepsy syndrome	DOID:0050709	Ohtahara syndrome	3
DOID:1826	epilepsy syndrome	DOID:0060169	benign familial infantile epilepsy	3
DOID:1826	epilepsy syndrome	DOID:0060170	generalized epilepsy with febrile seizures plus	2
DOID:1826	epilepsy syndrome	DOID:0060171	Dravet Syndrome	3
DOID:1826	epilepsy syndrome	DOID:0060172	juvenile absence epilepsy	3
DOID:1826	epilepsy syndrome	DOID:0060281	photosensitive epilepsy	1
DOID:1826	epilepsy syndrome	DOID:11832	visual epilepsy	1
DOID:1826	epilepsy syndrome	DOID:12382	complex partial epilepsy	2
DOID:1826	epilepsy syndrome	DOID:14264	benign neonatal seizures	3
DOID:1826	epilepsy syndrome	DOID:14777	benign familial neonatal epilepsy	3
DOID:1826	epilepsy syndrome	DOID:1824	status epilepticus	1
DOID:1826	epilepsy syndrome	DOID:1825	childhood absence epilepsy	3
DOID:1826	epilepsy syndrome	DOID:1826	epilepsy syndrome	0
DOID:1826	epilepsy syndrome	DOID:1827	idiopathic generalized epilepsy	1
DOID:1826	epilepsy syndrome	DOID:2234	focal epilepsy	1
DOID:1826	epilepsy syndrome	DOID:2481	infantile epileptic encephalopathy	2
DOID:1826	epilepsy syndrome	DOID:2538	Landau-Kleffner syndrome	3
DOID:1826	epilepsy syndrome	DOID:2544	extratemporal epilepsy	1
DOID:1826	epilepsy syndrome	DOID:2548	reflex epilepsy	3
DOID:1826	epilepsy syndrome	DOID:2550	tactile epilepsy	4
DOID:1826	epilepsy syndrome	DOID:308	early myoclonic encephalopathy	3
DOID:1826	epilepsy syndrome	DOID:3327	partial motor epilepsy	2
DOID:1826	epilepsy syndrome	DOID:3328	temporal lobe epilepsy	2
DOID:1826	epilepsy syndrome	DOID:3329	benign epilepsy with centrotemporal spikes	3
