slim_id	slim_name	subsumed_id	subsumed_name	min_distance	MSH	UMLS	ICD9	ICD10	EFO	EFOpat_id
DOID:1324	lung cancer	DOID:0050870	in situ pulmonary adenocarcinoma	1						
DOID:1324	lung cancer	DOID:0050872	large cell neuroendocrine carcinoma	4						
DOID:1324	lung cancer	DOID:0050875	small cell neuroendocrine carcinoma	3						
DOID:1324	lung cancer	DOID:0050917	lung combined type small cell adenocarcinoma	4						
DOID:1324	lung cancer	DOID:0050932	lung mucoepidermoid carcinoma	2						
DOID:1324	lung cancer	DOID:1324	lung cancer	0		C0024624	162.3			
DOID:1324	lung cancer	DOID:1324	lung cancer	0		C0153491	162.3			
DOID:1324	lung cancer	DOID:1324	lung cancer	0		C0153492	162.3			
DOID:1324	lung cancer	DOID:1324	lung cancer	0		C0153493	162.3			
DOID:1324	lung cancer	DOID:2784	lung sarcoma	1		C0598790				
DOID:1324	lung cancer	DOID:3905	lung carcinoma	1		C0684249			0001071	
DOID:1324	lung cancer	DOID:3907	lung squamous cell carcinoma	3		C0149782				
DOID:1324	lung cancer	DOID:3908	non-small cell lung carcinoma	2	D002289	C0007131			0003060	
DOID:1324	lung cancer	DOID:3909	bronchogenic lung adenocarcinoma	4		C0741801				
DOID:1324	lung cancer	DOID:3910	lung adenocarcinoma	3	C538231	C0152013			0000571	
DOID:1324	lung cancer	DOID:3910	lung adenocarcinoma	3	C538231	C1335060			0000571	
DOID:1324	lung cancer	DOID:3924	main bronchus cancer	1		C0153490	162.2			
DOID:1324	lung cancer	DOID:4556	lung large cell carcinoma	3		C0345958				
DOID:1324	lung cancer	DOID:4765	pulmonary blastoma	1	D018202	C0206629				
DOID:1324	lung cancer	DOID:4767	classic pulmonary blastoma	2		C1332556				
DOID:1324	lung cancer	DOID:4768	epithelial predominant pulmonary blastoma	2		C1333420				
DOID:1324	lung cancer	DOID:4769	pleuropulmonary blastoma	2	C537516	C1266144				
DOID:1324	lung cancer	DOID:4829	adenosquamous cell lung carcinoma	3		C0279557				
DOID:1324	lung cancer	DOID:4872	lung adenoid cystic carcinoma	2		C1334439				
DOID:1324	lung cancer	DOID:4926	bronchiolo-alveolar adenocarcinoma	4	D002282	C0007120				
DOID:1324	lung cancer	DOID:5265	lung leiomyosarcoma	2		C1334448				
DOID:1324	lung cancer	DOID:5409	lung small cell carcinoma	2	D055752	C0149925				
DOID:1324	lung cancer	DOID:5410	pulmonary neuroendocrine tumor	1		C1334452				
DOID:1324	lung cancer	DOID:5411	lung oat cell carcinoma	3	D018288	C0262584				
DOID:1324	lung cancer	DOID:5414	lung occult small cell carcinoma	3		C1335099				
DOID:1324	lung cancer	DOID:5421	lung combined type small cell carcinoma	3		C1333125				
DOID:1324	lung cancer	DOID:5583	lung giant cell carcinoma	4	D018286	C0206703				
DOID:1324	lung cancer	DOID:5583	lung giant cell carcinoma	4	D018286	C0345960				
DOID:1324	lung cancer	DOID:5588	lung papillary adenocarcinoma	4		C1335325				
DOID:1324	lung cancer	DOID:5764	lung meningioma	1		C1334450				
DOID:1324	lung cancer	DOID:5764	lung meningioma	1		C1335488				
DOID:1324	lung cancer	DOID:6482	lung acinar adenocarcinoma	4		C1332137				
DOID:1324	lung cancer	DOID:6510	lung occult squamous cell carcinoma	4		C1335100				
DOID:1324	lung cancer	DOID:6658	pulmonary large cell neuroendocrine carcinoma	4		C1265996				
DOID:1324	lung cancer	DOID:6658	pulmonary large cell neuroendocrine carcinoma	4		C1334363				
DOID:1324	lung cancer	DOID:6760	lung lymphoma	1		C0519063				
DOID:1324	lung cancer	DOID:7045	basaloid lung carcinoma	4		C1332463				
DOID:1324	lung cancer	DOID:7081	lung mixed small cell and squamous cell carcinoma	2		C1333124				
DOID:1324	lung cancer	DOID:7081	lung mixed small cell and squamous cell carcinoma	2		C1334788				
DOID:1324	lung cancer	DOID:7168	lung occult adenocarcinoma	4		C1335096				
DOID:1324	lung cancer	DOID:7169	lung occult large cell carcinoma	4		C1335095				
DOID:1324	lung cancer	DOID:7207	lung combined large cell neuroendocrine carcinoma	5		C1333122				
DOID:1324	lung cancer	DOID:7267	lung clear cell carcinoma	4		C0345959				
DOID:1324	lung cancer	DOID:7480	large cell carcinoma with rhabdoid phenotype	4		C1265997				
DOID:1324	lung cancer	DOID:7596	asbestos-related lung carcinoma	2		C1332337				
DOID:1324	lung cancer	DOID:7696	lung hilum cancer	1		C0346601				
DOID:1324	lung cancer	DOID:8007	Pancoast tumor	1	D010178	C0030271				
DOID:1324	lung cancer	DOID:8007	Pancoast tumor	1	D010178	C0549471				
DOID:1324	lung cancer	DOID:8007	Pancoast tumor	1	D010178	C1335574				
DOID:1324	lung cancer	DOID:8207	hilar lung carcinoma	2		C1334445				
DOID:1324	lung cancer	DOID:8208	lung superior sulcus carcinoma	2		C1336529				
DOID:13241	Behcet's disease	DOID:13241	Behcet's disease	0	D001528	C0004943	136.1	M35.2	0003780	
DOID:13378	Kawasaki disease	DOID:13378	Kawasaki disease	0	D009080	C0026691	446.1	M30.3	0004246	
DOID:13499	jejunal cancer	DOID:0050926	jejunal adenocarcinoma	1						
DOID:13499	jejunal cancer	DOID:13499	jejunal cancer	0	D007580	C0153427	152.1			
DOID:13499	jejunal cancer	DOID:3216	jejunal somatostatinoma	1		C1334297				
DOID:14004	thoracic aortic aneurysm	DOID:14004	thoracic aortic aneurysm	0	D017545	C0162872	441.2	I71.1	0004282	
DOID:14004	thoracic aortic aneurysm	DOID:14004	thoracic aortic aneurysm	0	D017545	C0162872	441.2	I71\,2	0004282	
DOID:14221	metabolic syndrome X	DOID:14221	metabolic syndrome X	0	D024821	C0524620	277.7		0000195	
DOID:14227	azoospermia	DOID:14227	azoospermia	0	D053713	C0004509	606.0		0000279	
DOID:14268	sclerosing cholangitis	DOID:14268	sclerosing cholangitis	0	D015209	C0008313			0004268	
DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	0	D010300	C0030567	332	G20	0002508	
DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	0	D010300	C0030567	332.0	G20	0002508	
DOID:1459	hypothyroidism	DOID:0050328	congenital hypothyroidism	1	D003409	C0010308	243			
DOID:1459	hypothyroidism	DOID:0050328	congenital hypothyroidism	1	D003409	C0342200	243			
DOID:1459	hypothyroidism	DOID:0050655	Bamforth-Lazarus syndrome	1						
DOID:1459	hypothyroidism	DOID:11633	thyroid hormone resistance syndrome	1		C0242604				
DOID:1459	hypothyroidism	DOID:11634	myxedema	1	D009230	C0027145				
DOID:1459	hypothyroidism	DOID:1458	postsurgical hypothyroidism	1		C0154157	244.0			
DOID:1459	hypothyroidism	DOID:1459	hypothyroidism	0	D007037	C002067	244.9		0004705	
DOID:1459	hypothyroidism	DOID:5083	iodine hypothyroidism	1		C0154159	244.2			
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0024517	296	F32		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0024517	296	F33		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0024517	296.20	F32		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0024517	296.20	F33		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0024517	296.3	F32		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0024517	296.3	F33		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0024517	296.30	F32		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0024517	296.30	F33		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0154409	296	F32		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0154409	296	F33		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0154409	296.20	F32		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0154409	296.20	F33		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0154409	296.3	F32		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0154409	296.3	F33		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0154409	296.30	F32		
DOID:1595	endogenous depression	DOID:1470	major depressive disorder	1		C0154409	296.30	F33		
DOID:1595	endogenous depression	DOID:1595	endogenous depression	0	D003866	C0011573			0003761	
DOID:1595	endogenous depression	DOID:1595	endogenous depression	0	D003866	C0041696			0003761	
DOID:1595	endogenous depression	DOID:9478	postpartum depression	1	D019052	C0221074				
DOID:1612	breast cancer	DOID:0050671	female breast cancer	1						
DOID:1612	breast cancer	DOID:0050938	breast lobular carcinoma	2						
DOID:1612	breast cancer	DOID:0060075	estrogen-receptor positive breast cancer	1						
DOID:1612	breast cancer	DOID:0060076	estrogen-receptor negative breast cancer	1						
DOID:1612	breast cancer	DOID:0060077	progesterone-receptor positive breast cancer	1						
DOID:1612	breast cancer	DOID:0060078	progesterone-receptor negative breast cancer	1						
DOID:1612	breast cancer	DOID:0060079	Her2-receptor positive breast cancer	1						
DOID:1612	breast cancer	DOID:0060080	Her2-receptor negative breast cancer	1						
DOID:1612	breast cancer	DOID:0060081	triple-receptor negative breast cancer	1						
DOID:1612	breast cancer	DOID:11889	female breast nipple and areola cancer	2		C0024621	174.0			
DOID:1612	breast cancer	DOID:13799	female breast central part cancer	2		C0153549	174.1			
DOID:1612	breast cancer	DOID:13972	female breast lower-outer quadrant cancer	2		C0153553	174.5			
DOID:1612	breast cancer	DOID:1612	breast cancer	0	D001943	C0006142				
DOID:1612	breast cancer	DOID:1612	breast cancer	0	D001943	C0153555				
DOID:1612	breast cancer	DOID:1612	breast cancer	0	D001943	C1458155				
DOID:1612	breast cancer	DOID:1614	male breast cancer	1		C0153559	175.9			
DOID:1612	breast cancer	DOID:1614	male breast cancer	1		C0242788	175.9			
DOID:1612	breast cancer	DOID:1642	breast adenomyoepithelioma	2		C1334564				
DOID:1612	breast cancer	DOID:1642	breast adenomyoepithelioma	2		C1510795				
DOID:1612	breast cancer	DOID:1647	female breast upper-inner quadrant cancer	2		C0153550	174.2			
DOID:1612	breast cancer	DOID:1649	female breast lower-inner quadrant cancer	2		C0153551	174.3			
DOID:1612	breast cancer	DOID:1650	female breast axillary tail cancer	2		C0153554	174.6			
DOID:1612	breast cancer	DOID:3004	breast myoepithelial neoplasm	1		C1511319				
DOID:1612	breast cancer	DOID:3007	breast ductal carcinoma	2	D044584	C1176475				
DOID:1612	breast cancer	DOID:3008	invasive ductal carcinoma	3	D018270	C1134719				
DOID:1612	breast cancer	DOID:3008	invasive ductal carcinoma	3	D018270	C1527349				
DOID:1612	breast cancer	DOID:3011	breast granular cell tumor	1		C1511312				
DOID:1612	breast cancer	DOID:3016	breast malignant phyllodes tumor	1		C0238031				
DOID:1612	breast cancer	DOID:3016	breast malignant phyllodes tumor	1		C0346154				
DOID:1612	breast cancer	DOID:3016	breast malignant phyllodes tumor	1		C0600066				
DOID:1612	breast cancer	DOID:3017	breast sarcoma	1		C0349667				
DOID:1612	breast cancer	DOID:3443	mammary Paget's disease	3		C1368019				
DOID:1612	breast cancer	DOID:3457	invasive lobular carcinoma	3	D018275	C0206692				
DOID:1612	breast cancer	DOID:3458	breast adenocarcinoma	2		C0858252				
DOID:1612	breast cancer	DOID:3459	breast carcinoma	1		C0678222			0000305	
DOID:1612	breast cancer	DOID:3503	breast signet ring cell adenocarcinoma	3		C1335964				
DOID:1612	breast cancer	DOID:3609	breast mucinous cystadenocarcinoma	4		C1511318				
DOID:1612	breast cancer	DOID:3610	breast mucinous carcinoma	3		C1334807				
DOID:1612	breast cancer	DOID:4060	breast rhabdomyosarcoma	2		C1332637				
DOID:1612	breast cancer	DOID:4364	malignant breast melanoma	1		C0346787				
DOID:1612	breast cancer	DOID:4511	breast angiosarcoma	2	C536368	C1332614				
DOID:1612	breast cancer	DOID:4679	breast mucoepidermoid carcinoma	3		C1334813				
DOID:1612	breast cancer	DOID:4680	breast metaplastic carcinoma	2		C1334708				
DOID:1612	breast cancer	DOID:4877	breast adenoid cystic carcinoma	2		C1332167				
DOID:1612	breast cancer	DOID:4922	breast secretory carcinoma	3	C537535	C0334371				
DOID:1612	breast cancer	DOID:4922	breast secretory carcinoma	3	C537535	C1335941				
DOID:1612	breast cancer	DOID:5050	ehrlich tumor carcinoma	2	D002286	C0007125				
DOID:1612	breast cancer	DOID:5285	breast leiomyosarcoma	2		C1332631				
DOID:1612	breast cancer	DOID:5310	glycogen-rich clear cell breast carcinoma	3		C0334319				
DOID:1612	breast cancer	DOID:5310	glycogen-rich clear cell breast carcinoma	3		C1512224				
DOID:1612	breast cancer	DOID:5370	breast hemangiopericytoma	2		C1511313				
DOID:1612	breast cancer	DOID:5514	breast squamous cell carcinoma	3		C1335490				
DOID:1612	breast cancer	DOID:5514	breast squamous cell carcinoma	3		C1336079				
DOID:1612	breast cancer	DOID:5592	breast papillary carcinoma	2		C1335320				
DOID:1612	breast cancer	DOID:5592	breast papillary carcinoma	2		C1336027				
DOID:1612	breast cancer	DOID:5605	breast medullary carcinoma	3		C0860580				
DOID:1612	breast cancer	DOID:5623	adenosquamous breast carcinoma	3		C1510796				
DOID:1612	breast cancer	DOID:5658	lipid-rich carcinoma	2		C0334318				
DOID:1612	breast cancer	DOID:5675	cribriform carcinoma	2	D000230	C0205643				
DOID:1612	breast cancer	DOID:5701	breast liposarcoma	2		C1332632				
DOID:1612	breast cancer	DOID:5743	acinic cell breast carcinoma	3		C1515868				
DOID:1612	breast cancer	DOID:5760	sebaceous breast carcinoma	2		C1519207				
DOID:1612	breast cancer	DOID:5826	breast lymphoma	1		C0349669				
DOID:1612	breast cancer	DOID:6001	breast fibrosarcoma	2		C1332630				
DOID:1612	breast cancer	DOID:6263	inflammatory breast carcinoma	3	D058922	C0278601				
DOID:1612	breast cancer	DOID:6581	breast apocrine carcinoma	3		C1332316				
DOID:1612	breast cancer	DOID:6585	oncocytic breast carcinoma	3		C1518574				
DOID:1612	breast cancer	DOID:6587	invasive tubular breast carcinoma	3		C1328544				
DOID:1612	breast cancer	DOID:6629	nipple carcinoma	2		C1334966				
DOID:1612	breast cancer	DOID:6657	breast large cell neuroendocrine carcinoma	1		C1511316				
DOID:1612	breast cancer	DOID:6741	bilateral breast cancer	2		C0281267				
DOID:1612	breast cancer	DOID:6742	synchronous bilateral breast carcinoma	3		C1515107				
DOID:1612	breast cancer	DOID:6776	breast myoepithelial carcinoma	2		C1518167				
DOID:1612	breast cancer	DOID:7076	lipid-rich breast carcinoma	3		C1517894				
DOID:1612	breast cancer	DOID:7459	acantholytic variant squamous cell breast carcinoma	4		C1519485				
DOID:1612	breast cancer	DOID:7460	spindle cell variant squamous cell breast carcinoma	4		C1519487				
DOID:1612	breast cancer	DOID:7461	large cell keratinizing variant squamous cell breast carcinoma	4		C1519486				
DOID:1612	breast cancer	DOID:7520	periductal breast myoepitheliosis	3		C1518974				
DOID:1612	breast cancer	DOID:7521	breast myoepitheliosis	2		C1513799				
DOID:1612	breast cancer	DOID:7537	breast cystic hypersecretory carcinoma	4		C1333189				
DOID:1612	breast cancer	DOID:7541	mixed epithelial/mesenchymal metaplastic breast carcinoma	3		C1513365				
DOID:1612	breast cancer	DOID:7578	breast scirrhous carcinoma	2		C0346151				
DOID:1612	breast cancer	DOID:7787	breast osteosarcoma	2		C1335149				
DOID:1612	breast cancer	DOID:7843	female breast carcinoma	2		C0007104				
DOID:1612	breast cancer	DOID:7953	nipple duct carcinoma	3		C1334967				
DOID:1612	breast cancer	DOID:7983	breast malignant eccrine spiradenoma	1		C1334565				
DOID:1612	breast cancer	DOID:8029	sporadic breast cancer	2		C1336076				
DOID:1612	breast cancer	DOID:8068	intraductal breast myoepitheliosis	3		C1512935				
DOID:1612	breast cancer	DOID:8130	breast columnar cell mucinous carcinoma	4		C1511305				
DOID:1612	breast cancer	DOID:9773	female breast upper-outer quadrant cancer	2		C0153552	174.4			
DOID:1686	glaucoma	DOID:0050593	primary congenital glaucoma	1						
DOID:1686	glaucoma	DOID:10337	glaucomatous atrophy of optic disc	1		C0271342	377.14			
DOID:1686	glaucoma	DOID:1066	residual stage of open angle glaucoma	2		C0154944	365.15			
DOID:1686	glaucoma	DOID:1067	open-angle glaucoma	1	D005902	C0017612	365.1	H40.1	0004190	
DOID:1686	glaucoma	DOID:1067	open-angle glaucoma	1	D005902	C0017612	365.10	H40.1	0004190	
DOID:1686	glaucoma	DOID:1067	open-angle glaucoma	1	D005902	C0017612	365.13	H40.1	0004190	
DOID:1686	glaucoma	DOID:1068	juvenile glaucoma	2		C0154943				
DOID:1686	glaucoma	DOID:1070	primary open angle glaucoma	2		C0339573	365.11			
DOID:1686	glaucoma	DOID:11148	hypersecretion glaucoma	1		C0154968	365.81			
DOID:1686	glaucoma	DOID:11149	aqueous misdirection	1		C1135189	365.83			
DOID:1686	glaucoma	DOID:11211	buphthalmos	3		C0311251	743.21			
DOID:1686	glaucoma	DOID:11212	hydrophthalmos	2	D006871	C0020302	365.14			
DOID:1686	glaucoma	DOID:11212	hydrophthalmos	2	D006871	C0020302	743.2			
DOID:1686	glaucoma	DOID:11212	hydrophthalmos	2	D006871	C0020302	743.20			
DOID:1686	glaucoma	DOID:12570	phacolytic glaucoma	2		C0152137	365.51			
DOID:1686	glaucoma	DOID:12571	phacogenic glaucoma	1		C0154959	365.59			
DOID:1686	glaucoma	DOID:13060	traumatic glaucoma	1		C0339594	365.65			
DOID:1686	glaucoma	DOID:13327	anatomical narrow angle borderline glaucoma	2		C0154941	365.02			
DOID:1686	glaucoma	DOID:13544	low tension glaucoma	2	D057066	C0152136	365.12			
DOID:1686	glaucoma	DOID:13549	interval angle-closure glaucoma	3		C0154945	365.21			
DOID:1686	glaucoma	DOID:13550	angle-closure glaucoma	1	D015812	C0017605				
DOID:1686	glaucoma	DOID:13641	exfoliation syndrome	2	D017889	C0206368	365.52		0004235	
DOID:1686	glaucoma	DOID:13862	acute closed-angle glaucoma	3		C0154946	365.22			
DOID:1686	glaucoma	DOID:1404	residual stage angle-closure glaucoma	3		C0154948	365.24			
DOID:1686	glaucoma	DOID:1405	primary angle-closure glaucoma	2		C0017606	365.2			
DOID:1686	glaucoma	DOID:1405	primary angle-closure glaucoma	2		C0017606	365.20			
DOID:1686	glaucoma	DOID:14445	chronic closed-angle glaucoma	3		C0154947	365.23			
DOID:1686	glaucoma	DOID:14548	steroid-induced glaucoma - borderline	2		C0339572	365.03			
DOID:1686	glaucoma	DOID:1686	glaucoma	0	D005901	C0017601	365		0000516	
DOID:1686	glaucoma	DOID:1686	glaucoma	0	D005901	C0017601	365.9		0000516	
DOID:1686	glaucoma	DOID:1687	neovascular glaucoma	1	D015355	C0017609				
DOID:1686	glaucoma	DOID:9282	ocular hypertension	2	D009798	C0028840	365.04			
DOID:1686	glaucoma	DOID:9283	borderline glaucoma	1		C0549470	365.00			
DOID:1686	glaucoma	DOID:9946	steroid-induced glaucoma	1		C0339578	365.3			
DOID:1686	glaucoma	DOID:9948	residual stage corticosteroid-induced glaucoma	2		C0154951	365.32			
DOID:1725	peritoneum cancer	DOID:11748	round ligament malignant neoplasm	1		C0346867	183.5			
DOID:1725	peritoneum cancer	DOID:1725	peritoneum cancer	0		C0153466	158.8			
DOID:1725	peritoneum cancer	DOID:1788	peritoneal mesothelioma	1		C0346109				
DOID:1725	peritoneum cancer	DOID:1788	peritoneal mesothelioma	1		C0854886				
DOID:1725	peritoneum cancer	DOID:4490	malignant peritoneal solitary fibrous tumor	1		C1336032				
DOID:175	vascular cancer	DOID:175	vascular cancer	0	D019043	C0282607				
DOID:175	vascular cancer	DOID:175	vascular cancer	0	D019043	C0346845				
DOID:175	vascular cancer	DOID:175	vascular cancer	0	D019043	C1290407				
DOID:175	vascular cancer	DOID:175	vascular cancer	0	D019043	C1334616				
DOID:175	vascular cancer	DOID:175	vascular cancer	0	D019043	C1334617				
DOID:175	vascular cancer	DOID:175	vascular cancer	0	D019043	C1334630				
DOID:175	vascular cancer	DOID:175	vascular cancer	0	D019043	C1335753				
DOID:175	vascular cancer	DOID:2430	skin glomus tumor	4		C0346083				
DOID:175	vascular cancer	DOID:2431	glomus tumor	3	D005918	C0017653				
DOID:175	vascular cancer	DOID:2643	perivascular epithelioid cell tumor	2	D054973	C1300127				
DOID:175	vascular cancer	DOID:3316	perivascular tumor	1		C1334611				
DOID:175	vascular cancer	DOID:3316	perivascular tumor	1		C1335392				
DOID:175	vascular cancer	DOID:3850	hemangiopericytic tumor	2		C0476144				
DOID:175	vascular cancer	DOID:4510	aorta angiosarcoma	1		C1332312				
DOID:175	vascular cancer	DOID:5233	glomangiosarcoma	4		C1266111				
DOID:175	vascular cancer	DOID:5236	subungual glomus tumor	4		C1304510				
DOID:175	vascular cancer	DOID:5547	pulmonary artery choriocarcinoma	1		C1335571				
DOID:175	vascular cancer	DOID:7388	pulmonary vein leiomyosarcoma	1		C1335575				
DOID:175	vascular cancer	DOID:7389	pulmonary artery leiomyosarcoma	1		C1335572				
DOID:175	vascular cancer	DOID:7390	superior vena cava leiomyosarcoma	1		C1336531				
DOID:175	vascular cancer	DOID:8352	aortic malignant tumor	1		C1334560				
DOID:175	vascular cancer	DOID:8731	carotid body cancer	1		C0153656	194.5			
DOID:1781	thyroid cancer	DOID:0050547	familial medullary thyroid carcinoma	4						
DOID:1781	thyroid cancer	DOID:0050923	spindle epithelial tumor with thymus-like differentiation tumor	2						
DOID:1781	thyroid cancer	DOID:10011	thyroid lymphoma	1		C1336753				
DOID:1781	thyroid cancer	DOID:1781	thyroid cancer	0		C0007115	193			
DOID:1781	thyroid cancer	DOID:1781	thyroid cancer	0		C0040136	193			
DOID:1781	thyroid cancer	DOID:3962	follicular thyroid carcinoma	2	D018263	C0206682				
DOID:1781	thyroid cancer	DOID:3963	thyroid carcinoma	1	D013964	C0549473			0002892	
DOID:1781	thyroid cancer	DOID:3964	trabecular follicular adenocarcinoma	3		C0334327				
DOID:1781	thyroid cancer	DOID:3968	papillary follicular thyroid adenocarcinoma	3	D018265	C0206683				
DOID:1781	thyroid cancer	DOID:3969	papillary thyroid carcinoma	2	C536915	C0238463				
DOID:1781	thyroid cancer	DOID:3973	thyroid medullary carcinoma	3	C536914	C0238462				
DOID:1781	thyroid cancer	DOID:4514	thyroid angiosarcoma	2		C1336748				
DOID:1781	thyroid cancer	DOID:4515	thyroid sarcoma	1		C1336756				
DOID:1781	thyroid cancer	DOID:4687	mucoepidermoid thyroid carcinoma	2		C1513721				
DOID:1781	thyroid cancer	DOID:5914	nonencapsulated sclerosing carcinoma	3		C0334330				
DOID:1781	thyroid cancer	DOID:7086	multicentric papillary thyroid carcinoma	3		C1334817				
DOID:1781	thyroid cancer	DOID:7088	columnar cell variant papillary carcinoma	3		C1333120				
DOID:1781	thyroid cancer	DOID:7089	tall cell variant papillary carcinoma	3		C1336695				
DOID:1781	thyroid cancer	DOID:8161	thyroid hurthle cell carcinoma	2	C536913	C0749424				
DOID:1790	malignant mesothelioma	DOID:1788	peritoneal mesothelioma	1		C0346109				
DOID:1790	malignant mesothelioma	DOID:1788	peritoneal mesothelioma	1		C0854886				
DOID:1790	malignant mesothelioma	DOID:1790	malignant mesothelioma	0	D008654	C0278752	163	C45		
DOID:1790	malignant mesothelioma	DOID:1790	malignant mesothelioma	0	D008654	C0345967	163	C45		
DOID:1790	malignant mesothelioma	DOID:1790	malignant mesothelioma	0	D008654	C0392400	163	C45		
DOID:1790	malignant mesothelioma	DOID:1790	malignant mesothelioma	0	D008654	C1332338	163	C45		
DOID:1790	malignant mesothelioma	DOID:4486	malignant biphasic mesothelioma	1		C0334515				
DOID:1790	malignant mesothelioma	DOID:4488	sarcomatoid mesothelioma	1		C0334513				
DOID:1790	malignant mesothelioma	DOID:4489	malignant epithelial mesothelioma	1		C0862312				
DOID:1793	pancreatic cancer	DOID:1792	pancreas lymphoma	1		C1335307				
DOID:1793	pancreatic cancer	DOID:1793	pancreatic cancer	0	D010190	C0030297	157	C25		
DOID:1793	pancreatic cancer	DOID:1793	pancreatic cancer	0	D010190	C0153458	157	C25		
DOID:1793	pancreatic cancer	DOID:1793	pancreatic cancer	0	D010190	C0153459	157	C25		
DOID:1793	pancreatic cancer	DOID:1793	pancreatic cancer	0	D010190	C0153460	157	C25		
DOID:1793	pancreatic cancer	DOID:1793	pancreatic cancer	0	D010190	C0153463	157	C25		
DOID:1793	pancreatic cancer	DOID:1795	tumor of exocrine pancreas	1		C0345920				
DOID:1793	pancreatic cancer	DOID:1795	tumor of exocrine pancreas	1		C0346648				
DOID:1793	pancreatic cancer	DOID:1796	pancreas sarcoma	1		C1096346				
DOID:1793	pancreatic cancer	DOID:1798	pancreatic endocrine carcinoma	2	D018273	C1328479	157.4			
DOID:1793	pancreatic cancer	DOID:1799	islet cell tumor	1	D007516	C0242363				
DOID:1793	pancreatic cancer	DOID:1799	islet cell tumor	1	D007516	C0496784				
DOID:1793	pancreatic cancer	DOID:3497	pancreatic signet ring cell adenocarcinoma	4		C1335317				
DOID:1793	pancreatic cancer	DOID:3498	pancreatic ductal adenocarcinoma	3		C1335302				
DOID:1793	pancreatic cancer	DOID:3587	pancreatic ductal carcinoma	2		C0153461	157.3			
DOID:1793	pancreatic cancer	DOID:3587	pancreatic ductal carcinoma	2		C0887833	157.3			
DOID:1793	pancreatic cancer	DOID:3892	insulinoma	2	D007340	C0021670				
DOID:1793	pancreatic cancer	DOID:3892	insulinoma	2	D007340	C0022134				
DOID:1793	pancreatic cancer	DOID:3919	pancreatic serous cystic neoplasm	2		C1518875				
DOID:1793	pancreatic cancer	DOID:4073	pancreatic cystadenocarcinoma	3		C0238337				
DOID:1793	pancreatic cancer	DOID:4074	pancreas adenocarcinoma	2		C0281361				
DOID:1793	pancreatic cancer	DOID:4432	pancreatic somatostatinoma	2		C1368041				
DOID:1793	pancreatic cancer	DOID:4433	pancreatic delta cell neoplasm	2		C1335301				
DOID:1793	pancreatic cancer	DOID:4905	pancreatic carcinoma	1	C535837	C0235974			0002618	
DOID:1793	pancreatic cancer	DOID:5580	pancreatic gastrinoma	2		C1368066				
DOID:1793	pancreatic cancer	DOID:5637	adenosquamous pancreas carcinoma	4		C1335299				
DOID:1793	pancreatic cancer	DOID:5741	pancreatic vasoactive intestinal peptide producing tumor	2		C1335318				
DOID:1793	pancreatic cancer	DOID:5742	pancreatic acinar cell adenocarcinoma	3		C0279661				
DOID:1793	pancreatic cancer	DOID:5751	pancreatic serous cystadenocarcinoma	4		C1335315				
DOID:1793	pancreatic cancer	DOID:6823	pancreatoblastoma	2	C537162	C0334489				
DOID:1793	pancreatic cancer	DOID:6827	pancreatic solid pseudopapillary carcinoma	2		C1336029				
DOID:1793	pancreatic cancer	DOID:7234	pancreatic colloid cystadenocarcinoma	4		C1335308				
DOID:1793	pancreatic cancer	DOID:7236	pancreatic invasive mucinous cystadenocarcinoma	5		C1518870				
DOID:1793	pancreatic cancer	DOID:7237	pancreatic non-invasive mucinous cystadenocarcinoma	5		C1518874				
DOID:1793	pancreatic cancer	DOID:7574	pancreatic intraductal papillary-colloid carcinoma	3		C1335304				
DOID:1793	pancreatic cancer	DOID:7575	pancreatic intraductal papillary-mucinous neoplasm	2		C1518869				
DOID:1793	pancreatic cancer	DOID:7577	pancreatic foamy gland adenocarcinoma	3		C1335303				
DOID:1793	pancreatic cancer	DOID:7685	pancreatic non-invasive intraductal papillary-mucinous carcinoma	4		C1518873				
DOID:1793	pancreatic cancer	DOID:7697	pancreatic ACTH hormone producing tumor	2		C1335300				
DOID:1793	pancreatic cancer	DOID:7698	non-functioning pancreatic endocrine tumor	2	C536126	C1334977				
DOID:1793	pancreatic cancer	DOID:7716	mixed ductal-endocrine carcinoma	4		C1301048				
DOID:1793	pancreatic cancer	DOID:7717	colloid carcinoma of the pancreas	4		C1333081				
